timestamp,tagID,pos_x,pos_y,pos_z,quality,n_dist,anchorID_1,dist_1,anchorID_2,dist_2,anchorID_3,dist_3,anchorID_4,dist_4,anchorID_5,dist_5,accelerometro,ax,ay,az,giroscopio,gx,gy,gz,magnetometro,mx,my,mz
26:12.0,bleT2,-,-,-,0,4,bleA4,-61,bleA3,-72,bleA2,-69,bleA6,-53,,,A,930.189,-150.914,-320.189,G,4270,-4900,-910,M,-231,544.5,180,
26:12.2,bleT2,-,-,-,0,5,bleA5,-67,bleA3,-66,bleA2,-62,bleA4,-63,bleA6,-79,A,889.868,-207.583,-372.039,G,21280,2030,-1330,M,-244.5,541.5,183,
26:12.3,bleT2,-,-,-,0,5,bleA4,-65,bleA6,-52,bleA3,-65,bleA2,-71,bleA5,-63,A,886.513,-211.792,-323.3,G,46620,5880,-5250,M,-252,556.5,196.5,
26:12.4,bleT2,-,-,-,0,4,bleA2,-71,bleA4,-63,bleA6,-66,bleA5,-51,,,A,915.793,-91.012,-331.718,G,73080,-2170,-7210,M,-273,540,193.5,
26:12.5,bleT2,-,-,-,0,5,bleA4,-65,bleA6,-62,bleA3,-73,bleA2,-76,bleA5,-55,A,917.928,-67.161,-259.189,G,81200,-1120,-6370,M,-315,528,211.5,
26:12.6,bleT2,-,-,-,0,5,bleA4,-60,bleA5,-53,bleA6,-64,bleA3,-73,bleA2,-59,A,933.361,-122.976,-216.428,G,105350,-36890,-26390,M,-358.5,529.5,217.5,
26:12.7,bleT2,-,-,-,0,5,bleA4,-51,bleA6,-66,bleA5,-55,bleA3,-69,bleA2,-73,A,942.877,-1.342,-417.85,G,168910,-64820,-36750,M,-462,510,229.5,
26:12.8,bleT2,-,-,-,0,5,bleA3,-64,bleA2,-76,bleA4,-53,bleA5,-61,bleA6,-66,A,896.761,-81.435,-277.55,G,144550,-28280,-66710,M,-517.5,493.5,199.5,
26:12.9,bleT2,-,-,-,0,5,bleA3,-71,bleA2,-66,bleA4,-57,bleA6,-62,bleA5,-53,A,974.963,-95.709,-381.372,G,144270,-60970,-52430,M,-549,490.5,186,
26:13.0,bleT2,-,-,-,0,4,bleA2,-65,bleA4,-56,bleA6,-65,bleA5,-56,,,A,937.082,-104.066,-359.046,G,124600,-22820,-53340,M,-589.5,501,165,
26:13.1,bleT2,-,-,-,0,5,bleA4,-54,bleA6,-67,bleA3,-70,bleA2,-61,bleA5,-61,A,960.018,-93.574,-286.761,G,132090,-14560,-35700,M,-610.5,505.5,121.5,
26:13.2,bleT2,-,-,-,0,5,bleA2,-61,bleA4,-66,bleA5,-61,bleA6,-62,bleA3,-58,A,931.775,-97.539,-280.051,G,110740,2730,-37660,M,-628.5,513,58.5,
26:13.3,bleT2,-,-,-,0,5,bleA4,-49,bleA6,-79,bleA3,-68,bleA2,-63,bleA5,-60,A,925.553,-145.607,-257.847,G,91210,-10710,-20160,M,-628.5,544.5,12,
26:13.4,bleT2,-,-,-,0,2,bleA5,-53,bleA6,-63,,,,,,,A,921.283,-168.909,-235.155,G,74200,-10080,-14840,M,-634.5,532.5,-15,
26:13.5,bleT2,-,-,-,0,5,bleA3,-69,bleA2,-59,bleA4,-56,bleA6,-66,bleA5,-68,A,948.794,-95.831,-262.3,G,54460,-14210,-9870,M,-631.5,537,-28.5,
26:13.6,bleT2,-,-,-,0,5,bleA2,-65,bleA5,-55,bleA6,-63,bleA4,-61,bleA3,-69,A,940.925,-68.198,-237.717,G,43330,-13300,-6720,M,-628.5,541.5,-51,
26:13.7,bleT2,-,-,-,0,4,bleA4,-50,bleA6,-60,bleA5,-56,bleA2,-62,,,A,940.498,-82.655,-275.476,G,43330,-19670,-22260,M,-610.5,549,-51,
26:13.8,bleT2,-,-,-,0,5,bleA2,-58,bleA4,-66,bleA5,-56,bleA6,-66,bleA3,-70,A,927.322,-56.913,-218.319,G,40110,3570,-29050,M,-598.5,568.5,-69,
26:13.9,bleT2,-,-,-,0,5,bleA3,-66,bleA2,-57,bleA4,-51,bleA6,-71,bleA5,-63,A,1176.202,84.912,-442.433,G,48650,-4060,-22820,M,-574.5,571.5,-91.5,
26:14.0,bleT2,-,-,-,0,5,bleA5,-58,bleA3,-73,bleA2,-60,bleA4,-60,bleA6,-68,A,1206.336,-137.982,-489.037,G,5110,2310,-26950,M,-574.5,582,-100.5,
26:14.1,bleT2,-,-,-,0,5,bleA4,-52,bleA3,-63,bleA2,-61,bleA6,-61,bleA5,-57,A,918.233,-64.782,-125.965,G,8820,6720,2100,M,-558,585,-76.5,
26:14.3,bleT2,-,-,-,0,4,bleA3,-65,bleA2,-59,bleA4,-67,bleA6,-65,,,A,953.308,-142.13,-280.356,G,-3920,2870,6300,M,-571.5,568.5,-69,
26:14.4,bleT2,-,-,-,0,5,bleA3,-65,bleA2,-60,bleA4,-54,bleA6,-60,bleA5,-56,A,912.438,-142.13,-261.385,G,-4550,5880,2310,M,-574.5,576,-73.5,
26:14.5,bleT2,-,-,-,0,5,bleA4,-75,bleA5,-56,bleA2,-58,bleA6,-65,bleA3,-61,A,911.218,-156.77,-264.191,G,-10150,-4620,2520,M,-579,559.5,-69,
26:14.6,bleT2,-,-,-,0,5,bleA3,-64,bleA2,-58,bleA4,-53,bleA6,-60,bleA5,-57,A,900.787,-201.178,-392.23,G,-6440,-29540,210,M,-589.5,573,-69,
26:14.7,bleT2,-,-,-,0,1,bleA5,-55,,,,,,,,,A,915.671,-134.871,-296.521,G,-4620,-1190,3850,M,-574.5,570,-60,
26:14.8,bleT2,-,-,-,0,5,bleA3,-63,bleA2,-58,bleA5,-58,bleA4,-54,bleA6,-57,A,915.427,-133.407,-326.289,G,-3780,-3570,420,M,-583.5,561,-46.5,
26:14.9,bleT2,-,-,-,0,5,bleA3,-60,bleA2,-60,bleA4,-67,bleA6,-68,bleA5,-55,A,909.998,-131.821,-313.906,G,-3080,-840,2100,M,-585,570,-51,
26:15.0,bleT2,-,-,-,0,4,bleA4,-54,bleA6,-58,bleA3,-64,bleA5,-57,,,A,921.283,-131.516,-307.257,G,-3640,-1820,-630,M,-579,561,-61.5,
26:15.1,bleT2,-,-,-,0,5,bleA2,-59,bleA4,-65,bleA5,-56,bleA6,-66,bleA3,-70,A,917.684,-120.048,-307.867,G,-2730,-840,140,M,-577.5,568.5,-55.5,
26:15.2,bleT2,-,-,-,0,5,bleA4,-55,bleA6,-57,bleA5,-57,bleA3,-64,bleA2,-58,A,921.771,-127.185,-318.603,G,-1820,-70,1260,M,-583.5,567,-49.5,
26:15.3,bleT2,-,-,-,0,2,bleA5,-56,bleA2,-58,,,,,,,A,921.954,-124.745,-296.643,G,-70,1400,-560,M,-579,564,-51,
26:15.3,bleT2,-,-,-,0,3,bleA3,-60,bleA4,-64,bleA6,-65,,,,,A,920.002,-120.048,-310.368,G,-770,-980,-1960,M,-588,562.5,-55.5,
26:15.4,bleT2,-,-,-,0,5,bleA3,-63,bleA2,-58,bleA4,-54,bleA5,-57,bleA6,-58,A,921.71,-124.44,-308.172,G,-1120,-490,-1820,M,-585,573,-51,
26:15.5,bleT2,-,-,-,0,5,bleA3,-60,bleA2,-58,bleA4,-64,bleA5,-53,bleA6,-62,A,922.503,-119.621,-300.608,G,0,210,-1750,M,-583.5,568.5,-45,
26:15.6,bleT2,-,-,-,0,5,bleA3,-63,bleA2,-58,bleA4,-54,bleA5,-58,bleA6,-58,A,926.224,-118.401,-300.913,G,-280,3780,-420,M,-576,573,-54,
26:15.7,bleT2,-,-,-,0,5,bleA2,-58,bleA4,-65,bleA5,-54,bleA6,-63,bleA3,-60,A,927.505,-115.229,-304.634,G,-280,-210,490,M,-576,568.5,-55.5,
26:15.8,bleT2,-,-,-,0,5,bleA4,-54,bleA6,-56,bleA3,-63,bleA2,-58,bleA5,-57,A,922.015,-120.658,-307.013,G,-910,210,630,M,-580.5,567,-52.5,
26:15.9,bleT2,-,-,-,0,5,bleA2,-58,bleA4,-63,bleA5,-53,bleA6,-63,bleA3,-60,A,923.418,-129.259,-301.34,G,0,70,630,M,-571.5,571.5,-51,
26:16.0,bleT2,-,-,-,0,5,bleA4,-54,bleA6,-56,bleA3,-62,bleA2,-58,bleA5,-58,A,920.368,-132.065,-298.229,G,280,-910,770,M,-586.5,564,-51,
26:16.1,bleT2,-,-,-,0,4,bleA3,-60,bleA2,-57,bleA4,-64,bleA6,-64,,,A,915.976,-127.429,-301.401,G,0,-420,-490,M,-588,568.5,-55.5,
26:16.2,bleT2,-,-,-,0,5,bleA4,-54,bleA6,-56,bleA3,-61,bleA2,-58,bleA5,-58,A,920.368,-136.457,-308.477,G,-210,-2170,-910,M,-594,568.5,-49.5,
26:16.4,bleT2,-,-,-,0,5,bleA2,-59,bleA4,-65,bleA5,-56,bleA6,-65,bleA3,-72,A,918.477,-137.372,-298.168,G,630,210,-910,M,-585,564,-49.5,
26:16.5,bleT2,-,-,-,0,5,bleA4,-54,bleA6,-57,bleA3,-61,bleA2,-58,bleA5,-59,A,925.919,-136.091,-315.736,G,1330,-1540,-1750,M,-588,570,-60,
26:16.6,bleT2,-,-,-,0,3,bleA3,-71,bleA2,-59,bleA5,-57,,,,,A,926.529,-134.627,-301.157,G,1680,-910,-2240,M,-592.5,567,-52.5,
26:16.7,bleT2,-,-,-,0,5,bleA5,-60,bleA6,-57,bleA3,-61,bleA2,-58,bleA4,-54,A,925.675,-137.128,-301.767,G,2660,-1190,-1680,M,-582,558,-54,
26:16.8,bleT2,-,-,-,0,5,bleA2,-59,bleA4,-74,bleA5,-57,bleA6,-64,bleA3,-71,A,925.797,-135.786,-308.782,G,2800,-1540,-1400,M,-582,568.5,-52.5,
26:16.9,bleT2,-,-,-,0,5,bleA4,-54,bleA5,-61,bleA6,-57,bleA3,-61,bleA2,-58,A,923.723,-132.736,-299.449,G,2800,-980,-1050,M,-586.5,567,-51,
26:17.0,bleT2,-,-,-,0,5,bleA3,-61,bleA2,-58,bleA5,-59,bleA4,-79,bleA6,-63,A,923.906,-136.945,-303.17,G,1820,-280,-490,M,-577.5,562.5,-51,
26:17.1,bleT2,-,-,-,0,5,bleA3,-61,bleA2,-58,bleA4,-54,bleA5,-62,bleA6,-57,A,922.259,-144.021,-299.266,G,1890,-420,-2240,M,-582,577.5,-45,
26:17.2,bleT2,-,-,-,0,5,bleA5,-61,bleA3,-62,bleA2,-58,bleA4,-74,bleA6,-63,A,919.148,-133.102,-299.632,G,1470,-1400,-2310,M,-576,568.5,-48,
26:17.3,bleT2,-,-,-,0,5,bleA4,-54,bleA5,-62,bleA6,-58,bleA3,-60,bleA2,-58,A,922.137,-128.466,-291.275,G,420,-350,-1750,M,-574.5,565.5,-48,
26:17.4,bleT2,-,-,-,0,5,bleA3,-62,bleA2,-58,bleA4,-70,bleA5,-62,bleA6,-62,A,920.124,-127.49,-310.246,G,0,140,-1120,M,-564,562.5,-60,
26:17.5,bleT2,-,-,-,0,5,bleA4,-54,bleA3,-60,bleA2,-59,bleA6,-56,bleA5,-62,A,907.436,-148.047,-307.318,G,-1540,-700,-1750,M,-580.5,580.5,-54,
26:17.6,bleT2,-,-,-,0,5,bleA6,-61,bleA5,-63,bleA3,-63,bleA2,-58,bleA4,-65,A,907.619,-156.343,-308.904,G,-2100,-3710,-4130,M,-583.5,573,-51,
26:17.7,bleT2,-,-,-,0,5,bleA4,-54,bleA6,-60,bleA3,-63,bleA2,-61,bleA5,-61,A,920.978,-153.049,-311.71,G,-770,-2240,-4690,M,-559.5,577.5,-45,
26:17.8,bleT2,-,-,-,0,4,bleA2,-57,bleA4,-61,bleA5,-66,bleA6,-61,,,A,920.002,-143.411,-312.076,G,210,-1050,-2170,M,-579,571.5,-45,
26:17.9,bleT2,-,-,-,0,5,bleA4,-56,bleA5,-57,bleA6,-56,bleA3,-75,bleA2,-61,A,919.331,-164.029,-309.758,G,-630,-1330,770,M,-570,580.5,-43.5,
26:18.0,bleT2,-,-,-,0,5,bleA2,-62,bleA4,-56,bleA6,-68,bleA5,-75,bleA3,-67,A,894.26,-99.247,-234.789,G,-9590,5180,-6230,M,-576,568.5,-46.5,
26:18.1,bleT2,-,-,-,0,5,bleA3,-87,bleA2,-67,bleA5,-66,bleA4,-65,bleA6,-65,A,992.043,-192.394,-154.635,G,-6580,6440,-4620,M,-570,579,-46.5,
26:18.2,bleT2,-,-,-,0,5,bleA3,-67,bleA2,-66,bleA4,-51,bleA6,-65,bleA5,-64,A,948.611,-87.84,-234.911,G,-7000,6510,-6230,M,-559.5,579,-39,
26:18.3,bleT2,-,-,-,0,5,bleA4,-62,bleA6,-64,bleA3,-69,bleA2,-63,bleA5,-60,A,853.146,-50.02,-253.15,G,8960,-6020,910,M,-555,565.5,-37.5,
26:18.5,bleT2,-,-,-,0,5,bleA5,-66,bleA3,-66,bleA2,-65,bleA4,-44,bleA6,-61,A,930.433,-135.298,-193.98,G,11410,9870,-9730,M,-561,570,-34.5,
26:18.6,bleT2,-,-,-,0,5,bleA4,-50,bleA6,-57,bleA5,-58,bleA3,-65,bleA2,-62,A,1013.149,-140.971,-249.856,G,15960,-6510,5950,M,-561,571.5,-40.5,
26:18.7,bleT2,-,-,-,0,5,bleA2,-74,bleA4,-46,bleA5,-73,bleA6,-67,bleA3,-67,A,1019.371,-180.926,-323.422,G,27580,1540,9870,M,-556.5,577.5,-51,
26:18.8,bleT2,-,-,-,0,5,bleA3,-64,bleA2,-65,bleA4,-47,bleA5,-65,bleA6,-66,A,764.513,32.94,-284.931,G,17850,23450,2520,M,-571.5,553.5,-64.5,
26:18.9,bleT2,-,-,-,0,5,bleA5,-63,bleA3,-70,bleA2,-66,bleA4,-50,bleA6,-62,A,844.545,-155.123,-529.724,G,5530,6370,-10290,M,-565.5,553.5,-78,
26:19.0,bleT2,-,-,-,0,5,bleA2,-73,bleA3,-80,bleA4,-50,bleA6,-59,bleA5,-65,A,833.138,-106.323,-239.364,G,-5740,11130,-10710,M,-552,568.5,-76.5,
26:19.1,bleT2,-,-,-,0,5,bleA5,-62,bleA3,-68,bleA2,-60,bleA4,-62,bleA6,-63,A,910.913,-125.782,-258.701,G,-18480,1820,3220,M,-567,570,-72,
26:19.2,bleT2,-,-,-,0,5,bleA3,-71,bleA2,-66,bleA5,-60,bleA6,-66,bleA4,-50,A,945.988,-170.678,-228.628,G,-41580,-4060,4410,M,-565.5,561,-58.5,
26:19.3,bleT2,-,-,-,0,5,bleA5,-61,bleA6,-59,bleA3,-63,bleA2,-59,bleA4,-53,A,979.111,-77.836,-325.313,G,-44450,11620,28000,M,-573,553.5,-46.5,
26:19.4,bleT2,-,-,-,0,5,bleA3,-70,bleA2,-70,bleA4,-57,bleA6,-65,bleA5,-53,A,1010.343,-252.174,-258.213,G,-72450,33880,28000,M,-598.5,547.5,-27,
26:19.5,bleT2,-,-,-,0,5,bleA5,-57,bleA6,-56,bleA3,-70,bleA2,-66,bleA4,-56,A,965.203,-78.08,-435.723,G,-64470,-18200,45780,M,-619.5,514.5,-30,
26:19.6,bleT2,-,-,-,0,5,bleA4,-65,bleA3,-71,bleA6,-65,bleA2,-68,bleA5,-62,A,952.942,50.264,-453.535,G,-83790,-38570,29400,M,-640.5,507,-1.5,
26:19.7,bleT2,-,-,-,0,5,bleA5,-62,bleA3,-65,bleA2,-61,bleA4,-52,bleA6,-65,A,893.833,36.905,-385.642,G,-75110,-11060,21280,M,-636,495,39,
26:19.8,bleT2,-,-,-,0,5,bleA4,-53,bleA6,-61,bleA3,-67,bleA2,-56,bleA5,-55,A,918.904,-5.612,-348.859,G,-87570,1400,7280,M,-627,496.5,63,
26:19.9,bleT2,-,-,-,0,3,bleA5,-53,bleA6,-64,bleA4,-56,,,,,A,940.681,-13.847,-313.967,G,-71960,-350,22050,M,-622.5,498,109.5,
26:20.0,bleT2,-,-,-,0,5,bleA5,-54,bleA4,-59,bleA6,-65,bleA3,-65,bleA2,-56,A,940.01,-10.675,-324.459,G,-54810,8400,35420,M,-618,478.5,129,
26:20.1,bleT2,-,-,-,0,5,bleA3,-62,bleA2,-59,bleA4,-59,bleA6,-62,bleA5,-52,A,908.595,-145.18,-422.059,G,-42210,2170,34090,M,-610.5,459,139.5,
26:20.2,bleT2,-,-,-,0,2,bleA2,-62,bleA5,-57,,,,,,,A,980.88,-138.653,-480.314,G,-32060,-6230,29120,M,-615,450,159,
26:20.3,bleT2,-,-,-,0,4,bleA5,-48,bleA6,-61,bleA3,-68,bleA4,-77,,,A,765.306,0.854,-401.685,G,-16170,16310,10010,M,-627,432,166.5,
26:20.4,bleT2,-,-,-,0,5,bleA4,-49,bleA6,-61,bleA5,-57,bleA3,-70,bleA2,-66,A,1937.787,151.951,-1589.904,G,-19880,203070,28630,M,-607.5,525,100.5,
26:20.6,bleT2,-,-,-,0,4,bleA6,-66,bleA5,-52,bleA3,-71,bleA2,-65,,,A,949.587,-254.919,25.62,G,-23240,209860,-44100,M,-571.5,612,-21,
26:20.7,bleT2,-,-,-,0,3,bleA4,-53,bleA6,-58,bleA3,-65,,,,,A,981.551,-177.693,119.499,G,-27580,61040,-1470,M,-577.5,613.5,6,
26:20.7,bleT2,-,-,-,0,2,bleA2,-69,bleA5,-67,,,,,,,A,970.51,-466.65,399.001,G,-110950,-108220,3500,M,-577.5,607.5,-16.5,
26:20.8,bleT2,-,-,-,0,4,bleA5,-49,bleA3,-84,bleA2,-66,bleA4,-66,,,A,-627.324,193.248,-354.41,G,-324940,-360710,67620,M,-465,540,169.5,
26:20.9,bleT2,-,-,-,0,5,bleA3,-67,bleA2,-68,bleA4,-55,bleA6,-61,bleA5,-47,A,-1694.031,1495.354,-950.624,G,142520,387800,-79380,M,-573,396,322.5,
26:21.0,bleT2,-,-,-,0,5,bleA2,-59,bleA4,-66,bleA6,-65,bleA3,-66,bleA5,-51,A,1136.674,-1260.626,-92.659,G,-194460,-63840,102620,M,-552,375,301.5,
26:21.1,bleT2,-,-,-,0,5,bleA4,-63,bleA6,-64,bleA5,-66,bleA3,-66,bleA2,-68,A,490.44,-534.787,-275.049,G,-187670,76230,95830,M,-495,399,357,
26:21.2,bleT2,-,-,-,0,5,bleA2,-63,bleA4,-71,bleA5,-52,bleA6,-66,bleA3,-69,A,-1039.623,957.395,-451.278,G,229040,100240,-127470,M,-420,438,348,
26:21.3,bleT2,-,-,-,0,5,bleA3,-77,bleA2,-63,bleA5,-56,bleA4,-73,bleA6,-74,A,1202.31,-565.287,56.669,G,86170,105700,-109620,M,-469.5,499.5,214.5,
26:21.4,bleT2,-,-,-,0,5,bleA3,-67,bleA2,-61,bleA4,-59,bleA5,-61,bleA6,-72,A,976.854,-87.84,-258.03,G,3920,-3290,-32060,M,-460.5,511.5,222,
26:21.5,bleT2,-,-,-,0,5,bleA3,-70,bleA2,-64,bleA5,-58,bleA4,-61,bleA6,-65,A,573.644,98.088,227.225,G,14700,-99260,3010,M,-471,504,237,
26:21.6,bleT2,-,-,-,0,5,bleA5,-60,bleA3,-67,bleA2,-63,bleA4,-61,bleA6,-64,A,986.37,-15.067,-160.796,G,4340,-9590,-6930,M,-474,478.5,229.5,
26:21.7,bleT2,-,-,-,0,4,bleA4,-61,bleA6,-58,bleA3,-70,bleA2,-68,,,A,986.736,-112.728,-42.212,G,-3220,210,1260,M,-472.5,483,240,
26:21.8,bleT2,-,-,-,0,5,bleA2,-63,bleA4,-77,bleA6,-62,bleA5,-53,bleA3,-67,A,1118.191,-174.582,-326.899,G,-24500,-97300,16100,M,-523.5,430.5,265.5,
26:21.9,bleT2,-,-,-,0,5,bleA3,-73,bleA2,-69,bleA4,-59,bleA6,-72,bleA5,-64,A,1235.372,-346.053,-257.176,G,21070,119350,1260,M,-510,415.5,276,
26:22.0,bleT2,-,-,-,0,5,bleA3,-78,bleA2,-71,bleA5,-61,bleA4,-65,bleA6,-64,A,1138.626,-105.225,-589.138,G,14000,-93730,17640,M,-520.5,382.5,292.5,
26:22.1,bleT2,-,-,-,0,4,bleA3,-66,bleA2,-83,bleA5,-56,bleA6,-69,,,A,399.367,-76.494,-599.752,G,-115150,5880,-127470,M,-489,405,304.5,
26:22.2,bleT2,-,-,-,0,5,bleA3,-73,bleA2,-67,bleA4,-66,bleA6,-64,bleA5,-65,A,511.18,24.705,18.971,G,-2660,-35490,-50890,M,-483,438,292.5,
26:22.3,bleT2,-,-,-,0,5,bleA3,-64,bleA2,-78,bleA5,-63,bleA6,-74,bleA4,-63,A,848.083,-174.46,-437.187,G,1820,-54250,210,M,-483,435,292.5,
26:22.4,bleT2,-,-,-,0,5,bleA5,-55,bleA3,-84,bleA2,-65,bleA4,-64,bleA6,-69,A,1803.282,224.602,-1285.636,G,69720,-9240,-67620,M,-478.5,444,276,
26:22.5,bleT2,-,-,-,0,4,bleA4,-55,bleA6,-58,bleA2,-66,bleA5,-55,,,A,835.334,-20.557,-312.564,G,2520,43470,-12600,M,-465,468,273,
26:22.7,bleT2,-,-,-,0,5,bleA3,-85,bleA2,-65,bleA4,-67,bleA5,-60,bleA6,-67,A,955.443,-49.166,-286.944,G,4550,0,-490,M,-469.5,468,276,
26:22.8,bleT2,-,-,-,0,5,bleA4,-59,bleA2,-65,bleA6,-57,bleA3,-67,bleA5,-53,A,912.926,-50.996,-295.423,G,3570,-6370,4900,M,-466.5,457.5,277.5,
26:22.9,bleT2,-,-,-,0,5,bleA5,-60,bleA6,-69,bleA3,-82,bleA2,-68,bleA4,-79,A,901.092,-41.785,-349.469,G,980,-4340,5320,M,-486,444,289.5,
26:23.0,bleT2,-,-,-,0,5,bleA4,-60,bleA6,-55,bleA3,-67,bleA2,-69,bleA5,-57,A,931.409,-209.84,-450.241,G,-4760,-13160,5320,M,-480,444,289.5,
26:23.1,bleT2,-,-,-,0,5,bleA2,-70,bleA5,-57,bleA4,-66,bleA6,-71,bleA3,-80,A,891.027,-111.691,-403.271,G,1540,-14840,-420,M,-487.5,438,294,
26:23.2,bleT2,-,-,-,0,4,bleA4,-59,bleA5,-57,bleA6,-57,bleA2,-71,,,A,902.617,-93.635,-410.408,G,2870,-7770,-1120,M,-495,436.5,289.5,
26:23.3,bleT2,-,-,-,0,5,bleA2,-68,bleA4,-63,bleA6,-71,bleA5,-57,bleA3,-81,A,892.308,-100.955,-396.439,G,280,1890,350,M,-481.5,436.5,283.5,
26:23.4,bleT2,-,-,-,0,5,bleA4,-58,bleA3,-68,bleA6,-56,bleA2,-70,bleA5,-56,A,889.441,-107.726,-388.57,G,-770,70,630,M,-489,432,283.5,
26:23.5,bleT2,-,-,-,0,5,bleA5,-56,bleA3,-85,bleA2,-69,bleA4,-62,bleA6,-72,A,892.735,-113.277,-379.908,G,-980,70,140,M,-483,445.5,295.5,
26:23.6,bleT2,-,-,-,0,5,bleA4,-57,bleA6,-57,bleA3,-71,bleA2,-71,bleA5,-54,A,896.212,-115.839,-375.516,G,210,2170,700,M,-487.5,447,289.5,
26:23.7,bleT2,-,-,-,0,5,bleA3,-84,bleA2,-69,bleA5,-56,bleA4,-62,bleA6,-71,A,889.563,-113.338,-376.614,G,0,1820,-490,M,-489,438,283.5,
26:23.8,bleT2,-,-,-,0,5,bleA3,-71,bleA2,-71,bleA5,-53,bleA4,-57,bleA6,-66,A,895.48,-113.277,-374.113,G,-490,1050,-1330,M,-490.5,433.5,300,
26:23.9,bleT2,-,-,-,0,5,bleA5,-56,bleA3,-85,bleA2,-69,bleA4,-61,bleA6,-71,A,898.713,-110.41,-383.507,G,-630,350,-1260,M,-499.5,445.5,288,
26:24.0,bleT2,-,-,-,0,5,bleA3,-71,bleA2,-71,bleA5,-53,bleA6,-66,bleA4,-56,A,908.839,-113.765,-360.693,G,280,630,-840,M,-487.5,447,279,
26:24.1,bleT2,-,-,-,0,4,bleA5,-56,bleA6,-70,bleA2,-68,bleA4,-61,,,A,900.97,-104.188,-365.268,G,-420,-280,-70,M,-480,448.5,288,
26:24.2,bleT2,-,-,-,0,4,bleA3,-72,bleA2,-72,bleA4,-57,bleA5,-54,,,A,899.872,-110.898,-357.399,G,-1820,-1050,490,M,-489,445.5,294,
26:24.3,bleT2,-,-,-,0,4,bleA5,-56,bleA2,-71,bleA4,-62,bleA6,-71,,,A,898.469,-107.421,-356.911,G,-1820,2380,350,M,-478.5,439.5,274.5,
26:24.4,bleT2,-,-,-,0,5,bleA3,-72,bleA2,-74,bleA5,-53,bleA4,-57,bleA6,-69,A,900.97,-105.408,-376.065,G,-3010,-350,-1120,M,-484.5,438,283.5,
26:24.5,bleT2,-,-,-,0,4,bleA2,-74,bleA4,-64,bleA6,-71,bleA5,-56,,,A,906.887,-103.517,-369.172,G,-1540,-980,-1190,M,-484.5,439.5,289.5,
26:24.6,bleT2,-,-,-,0,5,bleA4,-58,bleA3,-72,bleA6,-56,bleA5,-54,bleA2,-75,A,901.641,-96.746,-385.581,G,-350,-1890,-1960,M,-477,438,292.5,
26:24.8,bleT2,-,-,-,0,3,bleA2,-73,bleA4,-66,bleA6,-70,,,,,A,897.005,-95.953,-386.862,G,980,-1610,-1190,M,-489,445.5,289.5,
26:24.9,bleT2,-,-,-,0,5,bleA4,-59,bleA6,-57,bleA3,-68,bleA2,-70,bleA5,-54,A,899.384,-103.822,-381.311,G,2100,-490,-1890,M,-477,445.5,288,
26:25.0,bleT2,-,-,-,0,5,bleA5,-58,bleA3,-74,bleA2,-70,bleA4,-69,bleA6,-70,A,901.458,-94.245,-367.647,G,2310,-2030,-2520,M,-481.5,436.5,288,
26:25.1,bleT2,-,-,-,0,5,bleA3,-66,bleA2,-67,bleA4,-61,bleA5,-56,bleA6,-67,A,904.081,-86.437,-366.549,G,2030,-1400,-1960,M,-484.5,426,291,
26:25.2,bleT2,-,-,-,0,5,bleA5,-59,bleA2,-66,bleA3,-68,bleA4,-76,bleA6,-71,A,929.64,-77.897,-384.849,G,910,1680,-1750,M,-492,450,289.5,
26:25.3,bleT2,-,-,-,0,4,bleA3,-65,bleA2,-64,bleA5,-59,bleA6,-61,,,A,890.112,-85.339,-388.631,G,2450,-5320,-2730,M,-490.5,439.5,288,
26:25.4,bleT2,-,-,-,0,5,bleA2,-65,bleA5,-57,bleA4,-76,bleA6,-76,bleA3,-62,A,898.225,-90.28,-383.995,G,3010,-3710,-2730,M,-483,448.5,292.5,
26:25.5,bleT2,-,-,-,0,5,bleA6,-67,bleA4,-55,bleA5,-61,bleA3,-65,bleA2,-63,A,890.783,-88.999,-400.831,G,3430,-1120,-3150,M,-486,436.5,295.5,
26:25.6,bleT2,-,-,-,0,5,bleA5,-54,bleA3,-76,bleA6,-71,bleA2,-58,bleA4,-68,A,868.457,-94.977,-361.669,G,2870,-6160,-4970,M,-486,445.5,291,
26:25.7,bleT2,-,-,-,0,5,bleA3,-65,bleA2,-64,bleA5,-59,bleA4,-55,bleA6,-60,A,832.833,-97.112,-396.866,G,8750,-10850,-8050,M,-501,432,301.5,
26:25.8,bleT2,-,-,-,0,4,bleA3,-66,bleA2,-55,bleA4,-68,bleA6,-68,,,A,893.04,-225.09,-408.578,G,7000,-14000,-9870,M,-483,441,303,
26:25.9,bleT2,-,-,-,0,5,bleA4,-56,bleA6,-65,bleA3,-62,bleA2,-66,bleA5,-57,A,879.376,-200.08,-405.528,G,6650,-24500,-25410,M,-499.5,433.5,312,
26:26.0,bleT2,-,-,-,0,2,bleA5,-58,bleA2,-62,,,,,,,A,875.35,-116.693,-303.719,G,10920,8400,-14420,M,-475.5,442.5,301.5,
26:26.0,bleT2,-,-,-,0,3,bleA3,-61,bleA4,-65,bleA6,-74,,,,,A,954.711,-172.569,-354.654,G,3080,2310,4550,M,-489,432,301.5,
26:26.1,bleT2,-,-,-,0,5,bleA3,-62,bleA2,-65,bleA5,-52,bleA4,-62,bleA6,-65,A,1005.89,-114.497,-416.935,G,-2730,11480,17290,M,-495,433.5,297,
